58,549.06,1341.57,1106.69,3.91,5.7,2211.87,8305.27,41.75
59,536.57,1251.72,1035.54,7.05,9.01,1915.23,8003.35,36.48
60,606.79,1476.45,1236.52,9.35,13.62,2323.68,8711.42,44.15
61,555.26,1358.23,1112.98,5.48,7.97,2222.82,8338.06,41.44
62,549.01,1344.57,1111.48,3.91,5.7,2211.9,8312.01,41.7
63,642.41,1574.98,1388.29,14.62,21.57,2387.57,9037.5,46.95
64,603.91,1492.47,1295.89,10.52,15.47,2318.69,8768.53,45.03
65,641.68,1576.52,1391.43,14.62,21.58,2387.96,9047.17,46.91
66,549.25,1338.23,1115.55,3.91,5.69,2211.91,8309.32,41.64
67,555.43,1351.45,1109.9,5.48,7.98,2222.81,8339.26,41.55
68,641.78,1581.16,1390.67,14.62,21.58,2387.91,9044.67,46.91
69,641.46,1579.82,1390.55,14.62,21.59,2387.96,9053.86,47.14
70,548.58,1344.66,1117.54,3.91,5.7,2211.94,8311.46,41.72
71,603.79,1491.5,1300.18,10.52,15.46,2318.68,8762.49,44.93
72,548.97,1351.21,1112.23,3.91,5.7,2211.95,8308.92,41.76
73,554.68,1354.64,1124.58,5.48,7.98,2222.83,8334.68,41.52
74,606.46,1481.83,1239,9.35,13.61,2323.72,8709.37,44.19
75,604.12,1497.28,1290.6,10.52,15.46,2318.67,8772.98,44.66
76,606.66,1474.37,1230.09,9.35,13.61,2323.7,8724.32,43.85
77,548.65,1341.13,1109.07,3.91,5.69,2211.9,8301.9,41.76
78,549.59,1339.95,1115.48,3.91,5.69,2211.94,8310.39,41.64
79,549.69,1346.74,1108.7,3.91,5.7,2211.9,8302.15,41.53
80,604.09,1488.22,1293.47,10.52,15.46,2318.67,8772.66,45.03
81,606.94,1473.75,1233.96,9.35,13.61,2323.7,8713.87,43.87
82,555.3,1360.17,1118.89,5.48,7.98,2222.84,8337.16,41.62
83,536.28,1257.13,1042,7.05,9,1915.19,7998.88,36.42
84,606.79,1469.57,1238.58,9.35,13.61,2323.7,8702.15,43.94
85,549.1,1350.3,1109.72,3.91,5.7,2211.86,8306.62,41.71
86,642.36,1578.24,1386.45,14.62,21.58,2387.88,9047.93,47.03
87,555.32,1352.58,1120.51,5.48,7.98,2222.79,8333.99,41.51
88,549.67,1341.56,1115.3,3.91,5.69,2211.96,8306.42,41.48
89,606.67,1483,1246.45,9.35,13.62,2323.78,8711.38,44.01
90,642.07,1576.06,1384.53,14.62,21.58,2387.94,9048.04,47.19
91,604.5,1495.21,1297.27,10.52,15.47,2318.68,8770.68,45.18
92,536.56,1249.6,1040.22,7.05,9,1915.25,8002.67,36.26
93,606.58,1473.21,1232.98,9.35,13.61,2323.65,8705.95,43.89
94,604.23,1492.53,1295.91,10.52,15.47,2318.68,8770.96,44.96
95,536.4,1249.04,1037.81,7.05,9,1915.25,8001.66,36.29
96,549.52,1343.06,1106.93,3.91,5.69,2211.88,8301.31,41.71
97,603.39,1489.59,1295.78,10.52,15.47,2318.66,8769.86,44.92
98,604.08,1495.81,1303.74,10.52,15.47,2318.65,8755.21,44.94
99,549.42,1346.47,1111.37,3.91,5.7,2211.91,8304.08,41.49
100,555.41,1362.76,1117.42,5.48,7.97,2222.83,8331.29,41.46
101,555.07,1362.99,1114.79,5.48,7.98,2222.82,8337.79,41.57
102,549.11,1341.25,1120.01,3.91,5.7,2211.97,8308.05,41.59
103,549.43,1342.37,1106.16,3.91,5.69,2211.95,8306.71,41.76
104,555.07,1357.29,1116.25,5.48,7.97,2222.74,8336.32,41.36
105,604.1,1491.99,1294.57,10.52,15.47,2318.66,8770.75,45.13
106,606.55,1472.69,1239.82,9.35,13.6,2323.76,8708.7,43.94
107,536.2,1258.8,1035.5,7.05,9,1915.23,7997.07,36.46
108,555.29,1357.87,1116.32,5.48,7.97,2222.78,8336.04,41.52
109,604.47,1488.78,1294.97,10.52,15.46,2318.66,8775.38,45.03
110,535.85,1255.17,1044.68,7.05,9,1915.25,7996.99,36.29
111,548.9,1341.72,1113.93,3.91,5.69,2211.96,8304.43,41.8
112,604.16,1499.19,1306.32,10.52,15.46,2318.67,8766.1,44.96
113,641.49,1575.19,1392.92,14.62,21.58,2387.93,9055.13,47.06
114,604.28,1493.73,1295.14,10.52,15.46,2318.64,8769.27,45
115,606.82,1469.53,1242.63,9.35,13.61,2323.7,8714.44,44.13
116,641.93,1583.95,1388.23,14.62,21.58,2387.91,9043.85,47.04
117,641.77,1575.34,1390.32,14.62,21.58,2387.91,9050.92,47.23
118,604.02,1494.48,1294.74,10.52,15.46,2318.74,8770.31,45.03
119,555.09,1355.91,1107.89,5.48,7.98,2222.84,8341.52,41.7
120,606.8,1476.48,1232.01,9.35,13.61,2323.69,8705.71,43.93
121,555.1,1348.61,1113.96,5.48,7.98,2222.77,8334.48,41.52
122,536.51,1253.07,1039.95,7.05,9,1915.23,8000.97,36.56
123,604.48,1492.19,1298.37,10.52,15.46,2318.62,8770.28,44.99
124,536.49,1254.73,1037.71,7.05,9,1915.21,7997.47,36.43
125,555,1355.13,1119.97,5.48,7.98,2222.86,8348.55,41.47
126,549.01,1338.46,1116.7,3.91,5.7,2211.96,8308.08,41.69
127,641.05,1584.41,1397.47,14.62,21.58,2387.92,9055.1,46.89
128,604.17,1495.57,1298.72,10.52,15.47,2318.69,8768.8,45.24
129,549.45,1348.04,1112.28,3.91,5.7,2211.92,8305.42,41.96
130,548.71,1343.67,1117.47,3.91,5.7,2211.94,8309.5,41.69
131,549.35,1350.99,1112.52,3.91,5.7,2211.97,8311.85,41.67
132,555.31,1357.06,1120.11,5.48,7.98,2222.84,8338.68,41.67
133,607.09,1476.7,1240.86,9.35,13.61,2323.75,8712.36,43.88
134,548.9,1351.53,1112.92,3.91,5.7,2211.98,8315.98,41.72
135,555.39,1359.11,1120.1,5.48,7.97,2222.8,8328,41.56
136,606.8,1478.85,1233.36,9.35,13.61,2323.72,8713.36,43.72
137,549.5,1343.94,1114.96,3.91,5.69,2211.94,8312.78,41.74
138,536.25,1251,1043.17,7.05,9,1915.26,8004.93,36.63
139,555.09,1363.95,1121.71,5.48,7.97,2222.85,8336.49,41.57
140,641.74,1588.39,1391.63,14.62,21.58,2387.94,9033.82,46.84
141,549.31,1344.07,1116.46,3.91,5.7,2211.92,8307.26,41.83
142,536.23,1252.4,1036.42,7.05,9,1915.21,8000.21,36.44
143,603.81,1502.31,1297.29,10.52,15.46,2318.7,8770.92,44.79
144,549.3,1350.14,1112.09,3.91,5.69,2211.91,8312.42,41.55
145,604.5,1490.23,1302.75,10.52,15.46,2318.73,8770.42,45.04
146,536.58,1252.87,1035.3,7.05,9,1915.27,8003.85,36.48
147,606.66,1474.26,1239.48,9.35,13.61,2323.76,8714.07,44.14
148,604.01,1490.88,1296.98,10.52,15.46,2318.69,8774.49,44.95
149,604.59,1490.68,1293.14,10.52,15.47,2318.73,8774.8,45.05
150,536.22,1263.68,1039.63,7.05,9.01,1915.32,8002.83,36.5
151,554.99,1357.65,1110.2,5.48,7.97,2222.83,8346.02,41.44
152,549.35,1350.77,1113.48,3.91,5.69,2211.97,8308.64,41.49
153,536.43,1262.22,1040,7.05,9,1915.25,8000.68,36.39
154,536.45,1250.45,1040.74,7.05,9,1915.28,7995.06,36.63
155,548.73,1343.72,1114.71,3.91,5.7,2211.93,8312.54,41.81
156,606.94,1474.86,1243.24,9.35,13.61,2323.75,8710.73,44
157,549.78,1346.07,1119.2,3.91,5.69,2211.92,8304.9,41.76
158,555,1359.18,1114.79,5.48,7.97,2222.81,8343.72,41.5
159,536.91,1259.86,1042.78,7.05,9,1915.32,8007.18,36.58
160,642.06,1580.22,1393.23,14.62,21.58,2387.93,9053.32,47.13
161,605.07,1490.21,1293.03,10.52,15.46,2318.74,8767.6,44.92
162,604.12,1487.6,1292.9,10.52,15.46,2318.69,8781.86,45.12
163,536.67,1259,1038.79,7.05,9,1915.28,7994.82,36.44
164,642.03,1582.24,1381.65,14.62,21.57,2388.01,9046.81,46.98
165,603.78,1492.54,1293.43,10.52,15.46,2318.72,8774.84,44.99
166,604.4,1493.57,1293.53,10.52,15.46,2318.7,8761.31,45.11
167,607.12,1467.56,1241.36,9.35,13.61,2323.76,8713.3,44.03
168,554.56,1359.24,1122.2,5.48,7.97,2222.83,8343.54,41.64
169,641.65,1586.1,1398.57,14.62,21.58,2387.99,9048.46,46.96
170,641.85,1584.59,1390.28,14.62,21.58,2387.99,9054.14,47.1
171,604.45,1495.4,1299.94,10.52,15.46,2318.7,8776.96,44.95
172,536.51,1251.39,1033.99,7.05,9,1915.26,8000.96,36.45
173,549.31,1353.58,1115.23,3.91,5.7,2211.94,8320.86,41.63
174,604.29,1491.66,1299.51,10.52,15.46,2318.73,8772.53,45.05
175,606.63,1476.13,1235.63,9.35,13.61,2323.75,8717.64,43.96
176,642.42,1583.99,1390.07,14.62,21.58,2388.01,9046.63,47.03
177,606.63,1472.26,1237.47,9.35,13.61,2323.77,8709.96,43.88
178,554.86,1361.43,1118.14,5.48,7.97,2222.91,8341.49,41.69
179,549.11,1347.88,1123.64,3.91,5.7,2211.96,8316.48,41.81
180,555.76,1364.07,1111.2,5.48,7.97,2222.88,8339.09,41.49
181,641.86,1580.64,1395.85,14.62,21.58,2387.94,9048.86,47.16
182,536.3,1256.6,1038.41,7.05,9,1915.3,8008.44,36.46
183,536.64,1249.78,1043.19,7.05,9,1915.35,8004.19,36.38
184,549.03,1341.25,1116.05,3.91,5.69,2212.01,8314.56,41.76
185,604.7,1487.83,1304.36,10.52,15.46,2318.7,8770.5,44.95
186,604.08,1496.45,1293.11,10.52,15.46,2318.73,8772.64,45.2
187,555.08,1362.79,1118.91,5.48,7.97,2222.82,8337.56,41.68
188,606.56,1477.88,1237.33,9.35,13.61,2323.83,8723.68,44.17
189,548.76,1345.76,1114.27,3.91,5.7,2212,8311.74,41.67
190,604.66,1490.27,1289.4,10.52,15.46,2318.7,8770.12,45
191,548.92,1346.81,1113.44,3.91,5.7,2211.97,8307.98,41.71
192,604.41,1491.72,1301.44,10.52,15.47,2318.82,8777.13,45.33
193,536.6,1258.63,1044.83,7.05,9,1915.26,7995.78,36.39
194,604.14,1498.7,1309.3,10.52,15.46,2318.77,8766.13,45.11
195,548.81,1343.82,1111.8,3.91,5.7,2211.94,8314.94,41.96
196,642.12,1581.08,1394.64,14.62,21.58,2388.03,9052.72,47.22
197,607.41,1481.08,1244.59,9.35,13.6,2323.8,8718.24,43.96
198,536.93,1257.64,1036.17,7.05,9,1915.28,7999.72,36.35
199,549.23,1343.17,1118.3,3.91,5.7,2211.95,8315.24,41.82
200,536.75,1253.43,1032.68,7.05,9,1915.37,8005.25,36.47
201,641.85,1583.2,1397.76,14.62,21.58,2387.98,9049.68,47
202,555.06,1354.17,1109.66,5.48,7.97,2222.95,8339.66,41.4
203,548.94,1353.26,1116.27,3.91,5.69,2211.97,8326.18,41.96
204,549.11,1347.56,1115.33,3.91,5.69,2212.03,8318.21,41.69
205,604.67,1496.68,1295.96,10.52,15.46,2318.79,8776.21,45.15
206,554.8,1358.23,1119.83,5.48,7.97,2222.85,8343.63,41.49
207,549.02,1347.07,1120.23,3.91,5.69,2212.04,8311.71,41.72
208,536.62,1255.29,1044.89,7.05,9,1915.32,8006.37,36.47
209,642.39,1583.16,1401.8,14.62,21.58,2387.98,9053.64,47.23
210,536.7,1257.95,1041.88,7.05,9,1915.33,8002.07,36.41
211,604.55,1494.3,1307.09,10.52,15.46,2318.79,8779.87,45.04
212,555.02,1355.18,1117.9,5.48,7.97,2222.97,8342.38,41.5
213,555.73,1354.63,1113.96,5.48,7.98,2222.94,8348.13,41.64
214,536.59,1261.02,1044.6,7.05,9.01,1915.37,8011.26,36.6
215,549.35,1349.11,1116.37,3.91,5.69,2211.99,8313.36,41.98
216,536.62,1268.2,1041.39,7.05,9,1915.34,8002.48,36.47
217,642.1,1574.14,1398.44,14.62,21.58,2388.02,9057.94,47.15
218,642.41,1588.9,1394.08,14.62,21.58,2388.05,9058.65,47.31
219,549.13,1348.58,1118.32,3.91,5.69,2211.99,8321.58,41.86
220,607.17,1481.5,1238.1,9.35,13.6,2323.85,8727.74,44.04
221,555.22,1354.38,1120.61,5.48,7.97,2223.01,8346.78,41.86
222,549.39,1350.21,1109.78,3.91,5.69,2212,8321.04,41.77
223,555.15,1362.45,1123.52,5.48,7.97,2222.96,8350.16,41.7
224,536.86,1247.88,1040.8,7.05,9,1915.39,8016.25,36.58
225,537.07,1256.43,1040.15,7.05,9.01,1915.41,8009.7,36.61
226,555.31,1359.02,1116.75,5.48,7.97,2223.01,8350.81,41.68
227,549.19,1345.9,1120.52,3.91,5.69,2212.01,8328.29,41.99
228,554.84,1361.63,1124.26,5.48,7.97,2223,8353.37,41.61
229,604.28,1495.44,1304.71,10.52,15.46,2318.82,8780.88,45.25
230,555.1,1365.81,1122.93,5.48,7.97,2222.96,8356.18,41.9
231,548.74,1351.69,1117.09,3.91,5.69,2212.01,8321.42,41.82
232,549.02,1343.71,1129.49,3.91,5.7,2212.06,8321.72,41.79
233,604.47,1492.75,1300.57,10.52,15.46,2318.88,8788.95,45.27
234,548.84,1351.75,1118.01,3.91,5.7,2212.09,8321.66,41.88
235,549.08,1347.71,1116.15,3.91,5.69,2212.06,8315.92,41.81
236,642.25,1580.69,1397,14.62,21.58,2388.03,9062.66,47.29
237,536.68,1254.04,1040.96,7.05,9,1915.45,8014.38,36.45
238,606.95,1483.96,1245.64,9.35,13.6,2323.94,8731.97,44.17
239,641.58,1586.47,1403.66,14.62,21.58,2388.03,9066.04,47.19
240,555.61,1362.84,1120.5,5.48,7.97,2223.05,8356.51,41.73
241,549.75,1351.79,1119.29,3.91,5.69,2212.07,8325.25,41.59
242,606.93,1478.18,1244.36,9.35,13.61,2323.95,8731.18,44.31
243,642.16,1587.19,1404.27,14.62,21.58,2388.04,9066.86,47.21
244,549.61,1343.89,1125.23,3.91,5.7,2212.02,8327.99,42.14
245,606.84,1485.52,1246.53,9.35,13.61,2323.91,8722.87,44.36
246,536.18,1262.56,1046.22,7.05,9,1915.47,8012.27,36.52
247,555.67,1365.25,1127.28,5.48,7.97,2223.01,8350.11,41.66
248,536.42,1252.79,1039.07,7.05,9,1915.45,8012.72,36.47
249,548.95,1346.85,1118.97,3.91,5.69,2212.07,8324.3,41.77
250,554.89,1357.53,1122.6,5.48,7.97,2223.07,8355.65,41.7
251,642.43,1583.35,1401.61,14.62,21.58,2388.11,9066.92,47.28
252,549.18,1345.19,1116.2,3.91,5.69,2212.11,8319.91,41.89
253,606.87,1480.59,1247.82,9.35,13.61,2324.03,8730.45,44.26
254,604.66,1499.83,1309.53,10.52,15.46,2318.94,8785.19,45.42
255,555.72,1353.47,1123.29,5.48,7.97,2223.04,8352.55,41.75
256,554.96,1364.67,1131.27,5.48,7.97,2223.11,8354.94,41.68
257,536.5,1260.76,1038.46,7.05,9,1915.5,8015.78,36.58
258,537.15,1255.24,1043.9,7.05,9,1915.48,8007.85,36.45
259,555.8,1364.98,1129.74,5.48,7.97,2223.18,8359.86,41.79
260,555.5,1360.77,1128.72,5.48,7.97,2223.07,8361.89,41.84
261,548.83,1349.98,1127.96,3.91,5.69,2212.09,8335.55,42.01
262,607.63,1481.14,1245.43,9.35,13.6,2324.05,8735.75,44.24
263,607.29,1485.86,1243.9,9.35,13.61,2324.03,8735.89,44.28
264,555.31,1363.46,1128.57,5.48,7.97,2223.15,8371.53,41.91
265,536.88,1260.29,1043.02,7.05,9,1915.48,8018.88,36.61
266,536.32,1260.36,1042.58,7.05,9,1915.57,8020.18,36.9
267,607.44,1479.5,1253.37,9.35,13.61,2324.06,8736.16,44.49
268,642.58,1594.92,1399.39,14.62,21.58,2388.17,9073.34,47.34
269,607.65,1487.92,1252.67,9.35,13.6,2324,8740.45,44.41
270,607.08,1478.33,1246.73,9.35,13.6,2324.06,8738.4,44.28
271,643.01,1591.11,1395.6,14.62,21.58,2388.14,9083.32,47.28
272,536.35,1259.96,1044.78,7.05,9,1915.48,8022.24,36.62
273,536.66,1261.98,1044.6,7.05,9,1915.5,8016.61,36.72
274,549.14,1361.98,1123.63,3.91,5.69,2212.19,8338.01,41.99
275,604.48,1496.6,1306.66,10.52,15.46,2319.02,8800.78,45.57
276,548.97,1353.03,1127.3,3.91,5.69,2212.24,8333.51,42.12
277,642.99,1589.05,1400.1,14.62,21.58,2388.16,9078.18,47.55
278,604.82,1503.68,1312.63,10.52,15.46,2319.1,8800.48,45.4
279,536.49,1254.3,1044.41,7.05,9,1915.55,8025.76,36.55
280,536.52,1258.66,1043.98,7.05,9,1915.56,8018.08,36.76
281,607.39,1486.71,1246.32,9.35,13.6,2324.16,8746.89,44.45
282,555.94,1370.71,1128.3,5.48,7.97,2223.29,8374.97,42.01
283,642.63,1588.31,1407.42,14.62,21.58,2388.21,9076.58,47.55
284,556.03,1364.51,1135.44,5.48,7.97,2223.29,8370.24,41.92
285,555.86,1373.02,1128.89,5.48,7.97,2223.34,8376.26,42.03
286,555.47,1362.33,1131.66,5.48,7.97,2223.32,8375.82,41.97
287,549.48,1358.59,1129.22,3.91,5.69,2212.29,8345.25,42.22
288,642.62,1584.53,1413.35,14.62,21.58,2388.26,9091.71,47.61
289,549.2,1351.64,1128.54,3.91,5.69,2212.23,8349.72,42.2
290,604.32,1497.66,1299.22,10.52,15.46,2319.18,8812.72,45.41
291,536.86,1261.69,1053.07,7.05,9,1915.61,8027.32,36.9
292,642.85,1598.05,1410.29,14.62,21.58,2388.27,9096.13,47.8
293,549.56,1359.68,1125.63,3.91,5.69,2212.27,8357.52,42.03
294,537.04,1263.75,1052.4,7.05,9,1915.62,8023.13,36.71
295,549.81,1360.58,1137.33,3.91,5.7,2212.26,8351.28,42.2
296,555.73,1361.84,1133.92,5.48,7.98,2223.41,8383.27,42.27
297,536.54,1259.94,1049.35,7.05,9,1915.67,8030.66,37.03
298,607.76,1485.59,1258.2,9.35,13.61,2324.34,8760.41,44.7
299,549.52,1353.95,1133.24,3.91,5.7,2212.28,8361.53,42.31
300,643.06,1596.09,1413.01,14.62,21.58,2388.31,9099.61,47.73
301,549.44,1356.84,1123.1,3.91,5.69,2212.38,8361.95,42.47
302,605.03,1505.25,1314.19,10.52,15.46,2319.28,8818.92,45.61
303,537.34,1269.72,1051.19,7.05,9,1915.72,8032.22,37.08
304,549.63,1359.16,1133.32,3.91,5.69,2212.35,8362.35,42.13
305,642.94,1598.86,1421.57,14.62,21.58,2388.41,9097.85,47.87
306,605.24,1504.78,1321.7,10.52,15.46,2319.34,8820.97,45.72
307,549.93,1363.45,1137.96,3.91,5.69,2212.37,8363.26,42.5
308,549.88,1357,1132.47,3.91,5.69,2212.46,8366.82,42.42
309,607.38,1495.68,1259.69,9.35,13.61,2324.52,8765.05,44.85
310,549.86,1357.47,1141.17,3.91,5.7,2212.35,8368.92,42.43
311,549.86,1364.9,1141.2,3.91,5.69,2212.41,8369.27,42.4
312,556.27,1373.18,1144.22,5.48,7.97,2223.64,8399.85,42.29
313,643.17,1603.28,1422.1,14.62,21.58,2388.5,9105.29,47.88
314,556.18,1376.49,1138.61,5.48,7.97,2223.63,8396.37,42.24
315,643.5,1598.22,1422.53,14.62,21.59,2388.49,9114.84,47.98
316,549.59,1366.82,1136.94,3.91,5.7,2212.45,8373.77,42.73
317,643.45,1599.21,1416.74,14.62,21.58,2388.48,9114.46,47.98
318,605.56,1509.31,1324.42,10.52,15.46,2319.53,8831.26,46.03
319,605.29,1512.36,1317.11,10.52,15.46,2319.51,8837.57,46.24
320,607.24,1496.88,1266.21,9.35,13.61,2324.7,8781.14,45.01
321,549.71,1368.61,1147,3.91,5.7,2212.51,8384.47,42.56
322,548.99,1341.82,1113.16,3.91,5.71,2211.84,8314.83,42.03
323,604.23,1498,1299.54,10.52,15.49,2318.82,8771.63,45.27
324,549.11,1351.47,1126.43,3.91,5.71,2211.86,8313.19,41.81
325,548.77,1345.81,1116.64,3.91,5.71,2211.84,8313.96,41.71
326,537,1259.55,1043.95,7.05,9.03,1915.26,8012.87,36.34
327,604.02,1493.35,1294.04,10.52,15.49,2318.83,8764.91,45.14
328,604.19,1495.71,1304.5,10.52,15.49,2318.83,8772.59,45.26
329,642.23,1576.51,1391.71,14.62,21.61,2387.97,9045.29,47.31
330,641.99,1585.42,1400.1,14.62,21.61,2388.06,9047.14,47.19
331,607.17,1478.08,1247.67,9.35,13.65,2323.85,8713.06,44.19
332,607,1475.09,1242.24,9.35,13.65,2323.9,8725.7,44.26
333,604.26,1496.84,1301.88,10.52,15.49,2318.78,8774.26,45.12
334,607.13,1480,1245.08,9.35,13.65,2323.89,8717.54,44.16
335,555.74,1361.46,1121.31,5.48,8,2222.86,8347.66,41.73
336,555.76,1359.13,1123.52,5.48,8,2222.93,8344.78,41.57
337,606.36,1481.61,1251.83,9.35,13.65,2323.91,8718.75,44.15
338,607.35,1486.71,1236.43,9.35,13.65,2323.92,8723.79,44.12
339,554.6,1356.57,1123,5.48,8,2222.83,8341.14,41.75
340,606.99,1473.03,1242.71,9.35,13.65,2323.89,8718.59,44.2
341,641.71,1590.66,1402.08,14.62,21.61,2388.05,9047.28,47.18
342,641.92,1591.12,1401.86,14.62,21.61,2388.02,9052.47,47.3
343,606.9,1482.84,1243.64,9.35,13.65,2323.95,8722.93,44.05
344,536.77,1266.11,1040.88,7.05,9.03,1915.31,8013.2,36.43
345,555.03,1367.96,1127,5.48,8,2222.86,8343.83,41.49
346,604.66,1496.95,1294.67,10.52,15.49,2318.81,8773.75,45.22
347,548.59,1345.46,1115.15,3.91,5.71,2211.83,8317.37,41.87
348,555.21,1356.22,1120.7,5.48,8,2222.8,8339.49,41.76
349,549.35,1351.16,1122.38,3.91,5.72,2211.86,8321.39,41.94
350,604.38,1501.37,1296.28,10.52,15.49,2318.8,8776.42,45.11
351,549.56,1354.32,1120.99,3.91,5.71,2211.92,8319.01,41.9
352,604.31,1489.58,1302.72,10.52,15.49,2318.85,8774.33,45.18
353,549.21,1349.53,1118.92,3.91,5.71,2211.89,8317.61,41.98
354,536.55,1258.67,1038.54,7.05,9.02,1915.29,8011.69,36.57
355,641.89,1586.55,1404.47,14.62,21.61,2388.04,9049.53,47.35
356,536.34,1259.05,1041.39,7.05,9.02,1915.24,8008.6,36.46
357,536.93,1261.17,1049.01,7.05,9.02,1915.27,8006.65,36.53
358,536.85,1250.07,1035.7,7.05,9.02,1915.25,8014.23,36.57
359,606.75,1477.64,1245.4,9.35,13.65,2323.86,8712.74,44.19
360,604.31,1494.42,1298.36,10.52,15.49,2318.83,8779.74,45.28
361,642.02,1582.83,1395.91,14.62,21.61,2388.03,9051.5,47.06
362,604.49,1489.75,1301.2,10.52,15.49,2318.83,8773.05,45.21
363,604.1,1498.08,1303.6,10.52,15.49,2318.79,8779.51,45.4
364,604.92,1492.94,1298.75,10.52,15.49,2318.84,8772.06,45.23
365,548.59,1349.27,1122.59,3.91,5.72,2211.87,8310.25,42.02
366,536.28,1261.31,1044.22,7.05,9.02,1915.27,8009.36,36.54
367,604.41,1497.36,1308.74,10.52,15.49,2318.8,8772.1,45.39
368,642.18,1584.37,1403.03,14.62,21.61,2388.03,9041.59,47.09
369,642.19,1583.26,1394.67,14.62,21.61,2388.04,9055.61,47.15
370,549.52,1354.07,1112.05,3.91,5.71,2211.89,8319.5,42.11
371,548.95,1347.18,1119.13,3.91,5.72,2211.81,8311.93,41.86
372,604.32,1496.79,1303.23,10.52,15.49,2318.8,8774.45,45.04
